Features,Label
"[-2.55361237e+02  1.82509995e+02 -4.45027733e+00  3.50285301e+01
 -1.10213776e+01 -1.09805727e+01  1.84392500e+00 -2.02612996e+00
 -1.53284874e+01  1.04706926e+01 -1.32638712e+01 -3.50844193e+00
  5.05210733e+00  4.08335540e-02  4.08107984e+00  2.87816806e-03
  2.21074621e-02  1.77544801e+03  2.24501880e+03  4.24360043e+03
  3.05229696e-05  9.14342925e-02]",1
"[-2.91775665e+02  1.66504623e+02  7.96502304e+01  3.05116539e+01
  2.02037029e+01  1.98796883e+01  1.71749287e+01  1.33832378e+01
  1.21473331e+01  1.20853472e+01  1.03903933e+01  8.04144382e+00
  6.93053865e+00  4.42307692e-03  6.95868739e+01  1.18490113e-01
  2.39540854e-03  2.85707137e+02  9.42787919e+02  4.38730732e+02
  6.36937375e-06  3.90885651e-01]",0
"[-2.19447510e+02  1.87669525e+02 -5.08531046e+00  3.26109924e+01
 -6.86633825e+00 -1.24403868e+01  2.26308727e+00 -3.28727007e+00
 -1.69247036e+01  9.55897999e+00 -1.36543150e+01 -6.41510010e+00
  5.17601681e+00  4.17183287e-02  6.89361868e+00  6.08989119e-03
  2.25830781e-02  1.68108685e+03  2.15724131e+03  4.11418555e+03
  4.83338335e-05  1.24141686e-01]",1
"[-1.33935394e+02  2.24966278e+02  1.75370777e+00  1.21330528e+01
  7.38588190e+00  1.68564355e+00  6.82329416e+00  2.78314590e+00
  2.15355635e+00  6.96765614e+00  5.75377083e+00  6.71102107e-01
  4.65295458e+00  1.76905459e-02  6.51043998e+01  8.82154973e-02
  9.57452066e-03  9.14053056e+02  1.38733844e+03  2.23188428e+03
  2.34364343e-04  3.99409086e-01]",0
"[-2.30498550e+02  1.92379349e+02  4.24047768e-01  3.01706982e+01
 -2.86003685e+00 -1.14168539e+01  2.41170073e+00 -5.76123714e+00
 -1.65553818e+01  7.05853367e+00 -1.35284100e+01 -1.00031424e+01
  3.78811789e+00  3.64623459e-02  5.80119683e+00  6.31151611e-03
  1.97392415e-02  1.49562492e+03  2.03932868e+03  3.77801542e+03
  3.37417405e-05  1.14958540e-01]",1
"[-4.95349670e+02  1.68771286e+02  8.71878586e+01  3.44518356e+01
  1.24745102e+01  1.07634459e+01  1.64710369e+01  1.43002863e+01
  8.02963638e+00  5.54578209e+00  6.51231623e+00  7.89765978e+00
  6.69356775e+00  4.96174942e-03  5.81805503e-01  1.28979763e-03
  2.68608388e-03  5.07486480e+02  1.77182167e+03  6.91051710e+02
  1.61100907e-05  3.58516462e-02]",0
"[-1.84106903e+02  2.06301956e+02 -6.98722410e+00  3.78398170e+01
 -3.67621565e+00 -1.14512920e+01  2.74757910e+00 -7.42700481e+00
 -1.88872585e+01  7.66136789e+00 -1.77870636e+01 -1.21500254e+01
  4.73456240e+00  3.75006019e-02  1.43338333e+01  1.91175237e-02
  2.03042947e-02  1.40082343e+03  1.97083383e+03  3.52547308e+03
  2.17954075e-05  1.93287671e-01]",1
"[-3.28700531e+02  1.87729950e+02  5.15126686e+01  3.33705368e+01
 -1.94826460e+00 -9.45287704e-01  1.45862131e+01  3.84946442e+00
  2.29692292e+00  2.22980666e+00  6.23520327e+00  7.63094234e+00
  4.38547468e+00  1.12094351e-02  4.61715803e+00  9.31047102e-03
  6.06884293e-03  8.42931056e+02  1.84472943e+03  1.91383797e+03
  7.63730786e-05  9.01198462e-02]",0
"[-1.75554382e+02  2.01072800e+02 -9.24401951e+00  4.05183296e+01
 -4.64022684e+00 -6.19433022e+00  1.59532443e-01 -9.19721794e+00
 -1.57049894e+01  4.14751148e+00 -2.19543800e+01 -1.03475885e+01
  1.87115097e+00  4.14820878e-02  1.63314212e+01  2.11939108e-02
  2.24458799e-02  1.45983675e+03  2.03123505e+03  3.76653547e+03
  2.33890732e-05  2.07346678e-01]",1
"[-2.79885651e+02  2.10200272e+02  2.23994999e+01  1.42913342e+01
  6.07128716e+00  7.73183584e+00  1.00930538e+01 -2.42805362e+00
  4.32430506e+00 -2.35695338e+00 -3.16661572e+00  5.33863401e+00
  2.79088020e+00  1.63206130e-02  6.33664104e+00  1.45721816e-02
  8.83559119e-03  8.44462885e+02  1.52236979e+03  1.86089941e+03
  1.45720933e-05  1.00368440e-01]",0
"[-1.97464493e+02  1.60878021e+02 -1.12741404e+01  3.36503716e+01
 -1.19417782e+01  3.40768194e+00 -1.86162968e+01  6.16978467e-01
  1.38550317e+00  8.07082558e+00 -2.13120041e+01  1.57482834e+01
 -1.28311396e+01  5.08444482e-02  8.80410051e+00  4.64576702e-03
  2.75190863e-02  2.30350428e+03  2.93285529e+03  6.31876749e+03
  7.74560831e-05  1.40081063e-01]",1
"[-4.66803955e+02  1.25977432e+02 -7.03357391e+01 -9.70560455e+00
 -4.64131851e+01 -1.86246090e+01 -3.28653259e+01  1.31653910e+01
 -1.88425999e+01  1.01853408e-01 -2.86017585e+00 -1.39373267e+00
 -3.11770344e+00  1.04572504e-01  4.22454111e-02  8.70698495e-05
  5.65741633e-02  3.12445660e+03  2.77005323e+03  6.74969093e+03
  4.63734497e-04  7.64335738e-03]",0
"[-2.01531174e+02  1.58451843e+02 -9.04694366e+00  3.00476971e+01
 -8.94289398e+00  5.60825396e+00 -1.98272858e+01  5.84131658e-01
  1.08071268e+00  8.62835026e+00 -2.02040997e+01  1.48964548e+01
 -1.18962259e+01  4.46013699e-02  9.90507140e+00  4.86222963e-03
  2.41466016e-02  2.25105228e+03  2.94441555e+03  6.23940321e+03
  5.29780773e-05  1.47237808e-01]",1
"[-4.77795135e+02  1.26182304e+02 -5.87481384e+01  6.56362915e+00
 -5.28237762e+01 -6.36390686e+00 -1.59884453e+01  2.06078949e+01
 -2.83986588e+01  3.11659050e+00 -3.79481626e+00 -3.66419625e+00
 -2.42658830e+00  1.09901938e-01  2.62285854e-02  4.31933678e-05
  5.94723268e-02  3.41698723e+03  3.14103740e+03  8.05659581e+03
  8.20305606e-04  5.54894609e-03]",0
"[-1.92867538e+02  1.45957886e+02 -1.16106215e+01  3.54317665e+01
 -1.11073542e+01  9.29010010e+00 -2.35139523e+01  2.75880122e+00
  1.68471634e+00  9.07320690e+00 -2.18360119e+01  1.73443184e+01
 -1.32204180e+01  4.89876252e-02  1.30387993e+01  5.06271176e-03
  2.65260520e-02  2.51560868e+03  3.13142271e+03  6.77471399e+03
  5.95351339e-05  1.68971360e-01]",1
"[-4.15010864e+02  3.77157860e+01 -7.08135910e+01 -2.34821868e+00
 -3.41127701e+01 -2.21713085e+01 -3.76861305e+01 -2.10955358e+00
 -2.81973763e+01 -1.45915346e-02 -2.24167213e+01  2.06350112e+00
 -1.28047714e+01  1.71142390e-01  4.21465324e-02  6.11533738e-05
  9.26076479e-02  4.92303252e+03  3.87740028e+03  1.11220898e+04
  1.29638195e-01  8.07638746e-03]",0
"[-1.97648270e+02  1.38654877e+02 -1.66256542e+01  3.38945961e+01
 -1.03474760e+01  1.25859804e+01 -2.24564018e+01  7.22683096e+00
  1.47887635e+00  3.63802648e+00 -2.17972507e+01  1.79267998e+01
 -1.33350382e+01  5.17578125e-02  1.06983844e+01  4.14564580e-03
  2.80265091e-02  2.66255812e+03  3.21175181e+03  7.14854234e+03
  7.90000777e-05  1.51464850e-01]",1
"[-5.14440552e+02 -3.44663544e+01 -5.48924408e+01  3.87577987e+00
 -5.92456284e+01  1.18550682e+01 -8.67846012e+00 -2.56089568e+00
 -1.53282957e+01  2.27638264e+01 -8.78536940e-01  1.01425676e+01
  1.25287609e+01  3.37462769e-01  2.71820835e-01  7.99865433e-04
  1.82651077e-01  7.73002074e+03  3.69851132e+03  1.27323629e+04
  1.59139205e-02  1.03516541e-02]",0
"[-1.93747223e+02  1.37858612e+02 -1.91586494e+01  3.79810066e+01
 -1.07699585e+01  8.45915413e+00 -1.96211414e+01  9.76102924e+00
 -2.63814688e+00  2.66071296e+00 -1.91053104e+01  1.64442234e+01
 -1.42820568e+01  5.01628106e-02  1.27864067e+01  4.29477985e-03
  2.71535153e-02  2.62314042e+03  3.10072408e+03  6.73350561e+03
  8.58293279e-05  1.67918220e-01]",1
"[-5.34021545e+02 -4.68450775e+01 -1.36484024e+02  5.06241035e+01
 -1.74731541e+01  1.52299814e+01  2.85840130e+01 -1.86342926e+01
  4.84011507e+00  2.73602575e-01 -5.97372341e+00  7.62086391e-01
  5.12725782e+00  2.56790796e-01  3.81901604e-01  5.69851050e-04
  1.38992028e-01  5.64405921e+03  1.93757294e+03  7.63489744e+03
  8.51612422e-04  1.65307317e-02]",0
"[-1.97102829e+02  1.39374161e+02 -1.92434311e+01  3.90165977e+01
 -8.86143589e+00  4.05810881e+00 -1.82600460e+01  9.40357590e+00
 -4.53791237e+00  3.67797589e+00 -1.81582336e+01  1.64057865e+01
 -1.35087337e+01  4.82533224e-02  1.20371338e+01  4.21481977e-03
  2.61144837e-02  2.53307400e+03  3.07449730e+03  6.37016184e+03
  7.96162713e-05  1.62524223e-01]",1
"[-4.33962524e+02 -1.90665209e+00 -1.32966965e+02  2.86233635e+01
  1.17296190e+01 -2.44458637e+01 -4.70658731e+00  1.58570814e+01
 -9.64929867e+00  1.52235193e+01  1.10992250e+01 -5.86221218e+00
 -6.83354759e+00  1.69523431e-01  7.53790081e-01  1.24875213e-03
  9.17421224e-02  4.27629031e+03  2.12305785e+03  6.12734837e+03
  6.04011293e-04  3.46050113e-02]",0
"[-1.94075241e+02  1.39280807e+02 -2.25338516e+01  3.95655098e+01
 -8.32560730e+00  6.97514892e-01 -1.70008469e+01  8.46714687e+00
 -6.33150101e+00  6.12168980e+00 -1.89840279e+01  1.69627476e+01
 -1.39561472e+01  4.86219785e-02  1.29131180e+01  4.24214311e-03
  2.63073112e-02  2.56895930e+03  3.03513361e+03  6.37120698e+03
  8.27585754e-05  1.69063672e-01]",1
"[-4.22961578e+02  1.77207661e+01 -1.46660461e+02 -3.87992144e-01
  5.23950696e-01 -1.69947357e+01 -2.90861249e+00  7.03824949e+00
 -7.10752153e+00  3.36671410e+01  1.99232159e+01 -1.13505583e+01
 -1.12872047e+01  1.60932685e-01  6.25287363e-01  8.57579902e-04
  8.71139727e-02  3.97262274e+03  2.18161641e+03  5.79239846e+03
  5.54001483e-04  3.14215161e-02]",0
"[-3.15875916e+02  9.75604553e+01 -3.80406380e+01  8.32572174e+01
  4.75952110e+01 -7.18167448e+00  1.06874218e+01  2.72566929e+01
  9.70804024e+00  2.17989960e+01  4.27871799e+00  4.98903131e+00
  1.07725315e+01  9.89262327e-02  2.01526075e+00  3.30018583e-03
  5.35299303e-02  3.03912511e+03  2.73045184e+03  5.54954441e+03
  2.76195322e-04  6.36888295e-02]",0
